Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
CUST0487,PROD0020,Sports,487.0,2024-06-15
CUST0480,PROD0046,Sports,92.06,2024-12-14
CUST0170,PROD0043,Toys,481.19,2024-02-06
CUST0335,PROD0023,Books,113.51,2024-02-28
CUST0468,PROD0007,Groceries,229.03,2024-03-01
CUST0443,PROD0001,Groceries,192.27,2024-09-27
CUST0120,PROD0017,Groceries,34.66,2024-05-25
CUST0001,PROD0019,Books,254.93,2024-06-18
CUST0450,PROD0024,Toys,284.17,2024-06-23
CUST0079,PROD0008,Sports,334.42,2024-08-01
CUST0475,PROD0032,Groceries,324.35,2024-12-02
CUST0021,PROD0037,Toys,453.84,2024-12-28
CUST0200,PROD0047,Clothing,420.05,2024-07-31
CUST0358,PROD0026,Books,437.54,2024-07-27
CUST0183,PROD0024,Toys,202.6,2024-12-12
CUST0318,PROD0011,Clothing,439.2,2024-03-09
CUST0066,PROD0048,Sports,435.95,2024-02-05
CUST0461,PROD0038,Sports,223.42,2024-07-04
CUST0118,PROD0029,Toys,456.65,2024-02-10
CUST0096,PROD0013,Books,37.22,2024-07-05
CUST0460,PROD0026,Books,220.72,2024-03-28
CUST0067,PROD0005,Electronics,384.27,2024-08-15
CUST0198,PROD0036,Electronics,108.58,2024-02-04
CUST0080,PROD0032,Groceries,394.19,2024-09-01
CUST0266,PROD0036,Electronics,372.4,2024-12-23
CUST0283,PROD0024,Toys,118.79,2024-03-13
CUST0297,PROD0026,Books,264.75,2024-11-19
CUST0225,PROD0028,Groceries,22.45,2024-11-16
CUST0187,PROD0001,Groceries,88.5,2024-07-23
CUST0330,PROD0008,Sports,444.84,2024-04-20
CUST0182,PROD0039,Books,451.54,2024-10-02
CUST0267,PROD0002,Clothing,90.7,2024-07-30
CUST0364,PROD0026,Books,352.53,2024-07-19
CUST0324,PROD0043,Toys,157.29,2024-01-17
CUST0084,PROD0002,Clothing,336.93,2024-02-04
CUST0130,PROD0010,Groceries,129.29,2024-05-29
CUST0235,PROD0039,Books,57.32,2024-11-22
CUST0288,PROD0024,Toys,282.64,2024-10-25
CUST0452,PROD0048,Sports,413.71,2024-06-18
CUST0267,PROD0018,Electronics,99.88,2024-05-14
CUST0477,PROD0034,Toys,120.42,2024-11-08
CUST0230,PROD0013,Books,37.34,2024-08-05
CUST0230,PROD0010,Groceries,85.62,2024-07-18
CUST0457,PROD0013,Books,222.59,2024-09-28
CUST0310,PROD0013,Books,119.79,2024-01-10
CUST0222,PROD0048,Sports,428.2,2024-08-07
CUST0297,PROD0036,Electronics,414.68,2024-04-06
CUST0329,PROD0034,Toys,499.38,2024-07-03
CUST0393,PROD0005,Electronics,373.41,2024-01-07
CUST0143,PROD0041,Clothing,432.83,2024-02-22
CUST0309,PROD0023,Books,117.31,2024-12-20
CUST0310,PROD0043,Toys,165.52,2024-03-05
CUST0151,PROD0008,Sports,117.45,2024-04-23
CUST0135,PROD0019,Books,325.35,2024-10-27
CUST0050,PROD0035,Books,209.45,2024-03-05
CUST0287,PROD0036,Electronics,41.19,2024-03-17
CUST0348,PROD0045,Books,73.33,2024-08-07
CUST0397,PROD0002,Clothing,127.07,2024-04-12
CUST0457,PROD0043,Toys,309.17,2024-03-07
CUST0071,PROD0030,Books,42.46,2024-07-25
CUST0406,PROD0029,Toys,460.09,2024-09-02
CUST0131,PROD0027,Sports,326.97,2024-03-08
CUST0418,PROD0041,Clothing,48.47,2024-09-21
CUST0062,PROD0025,Sports,67.24,2024-11-17
CUST0338,PROD0026,Books,361.71,2024-07-26
CUST0264,PROD0005,Electronics,486.05,2024-05-16
CUST0242,PROD0025,Sports,320.82,2024-05-20
CUST0466,PROD0009,Sports,208.75,2024-01-12
CUST0259,PROD0006,Electronics,478.06,2024-02-15
CUST0429,PROD0043,Toys,108.19,2024-04-28
CUST0428,PROD0024,Toys,338.01,2024-05-11
CUST0035,PROD0018,Electronics,219.09,2024-07-02
CUST0192,PROD0040,Sports,185.95,2024-08-29
CUST0314,PROD0035,Books,102.74,2024-09-19
CUST0289,PROD0003,Books,267.87,2024-03-30
CUST0120,PROD0015,Books,303.5,2024-07-12
CUST0018,PROD0049,Books,495.84,2024-10-18
CUST0336,PROD0042,Electronics,374.22,2024-12-18
CUST0369,PROD0017,Groceries,487.31,2024-04-20
CUST0245,PROD0036,Electronics,155.74,2024-10-29
CUST0040,PROD0033,Toys,86.73,2024-12-08
CUST0386,PROD0008,Sports,261.92,2024-03-21
CUST0394,PROD0011,Clothing,264.8,2024-02-26
CUST0127,PROD0047,Clothing,58.91,2024-04-10
CUST0107,PROD0029,Toys,499.89,2024-12-27
CUST0476,PROD0032,Groceries,297.36,2025-01-04
CUST0328,PROD0028,Groceries,122.43,2025-01-03
CUST0254,PROD0043,Toys,178.13,2024-10-01
CUST0084,PROD0032,Groceries,436.24,2024-02-13
CUST0309,PROD0049,Books,36.62,2024-12-12
CUST0264,PROD0022,Clothing,95.71,2024-04-24
CUST0445,PROD0013,Books,358.17,2024-02-26
CUST0046,PROD0007,Groceries,346.72,2024-07-06
CUST0407,PROD0050,Toys,193.18,2024-02-02
CUST0025,PROD0020,Sports,241.76,2024-10-05
CUST0100,PROD0037,Toys,213.22,2024-12-15
CUST0036,PROD0028,Groceries,193.14,2024-03-20
CUST0135,PROD0019,Books,131.44,2024-07-05
CUST0078,PROD0050,Toys,66.81,2024-08-03
CUST0283,PROD0041,Clothing,316.91,2024-04-07
CUST0287,PROD0047,Clothing,65.73,2024-01-14
CUST0058,PROD0005,Electronics,167.89,2024-03-07
CUST0499,PROD0031,Clothing,248.09,2024-01-15
CUST0418,PROD0003,Books,350.77,2024-09-26
CUST0447,PROD0007,Groceries,388.51,2024-09-07
CUST0479,PROD0041,Clothing,469.38,2024-02-13
CUST0302,PROD0038,Sports,347.41,2024-10-31
CUST0086,PROD0022,Clothing,257.68,2024-05-27
CUST0439,PROD0022,Clothing,275.98,2024-12-13
CUST0379,PROD0038,Sports,496.88,2024-03-28
CUST0344,PROD0014,Books,254.01,2024-05-18
CUST0330,PROD0026,Books,157.88,2024-04-09
CUST0110,PROD0009,Sports,179.78,2024-04-30
CUST0295,PROD0021,Books,143.78,2024-12-22
CUST0378,PROD0012,Books,482.01,2024-02-14
CUST0003,PROD0003,Books,45.39,2024-06-02
CUST0116,PROD0038,Sports,140.35,2024-04-10
CUST0016,PROD0039,Books,335.28,2024-10-25
CUST0362,PROD0044,Clothing,38.41,2024-05-07
CUST0141,PROD0037,Toys,301.92,2024-04-01
CUST0252,PROD0046,Sports,368.49,2024-07-17
CUST0253,PROD0043,Toys,159.18,2024-09-18
CUST0108,PROD0014,Books,261.9,2024-08-14
CUST0296,PROD0025,Sports,121.22,2024-03-28
CUST0210,PROD0006,Electronics,126.83,2024-12-11
CUST0278,PROD0010,Groceries,181.72,2024-03-06
CUST0227,PROD0007,Groceries,461.05,2024-10-12
CUST0390,PROD0041,Clothing,307.39,2024-06-26
CUST0062,PROD0048,Sports,469.86,2024-06-20
CUST0099,PROD0039,Books,129.84,2024-10-15
CUST0057,PROD0007,Groceries,392.31,2024-04-28
CUST0308,PROD0038,Sports,407.95,2024-11-12
CUST0015,PROD0027,Sports,482.45,2024-07-30
CUST0194,PROD0038,Sports,228.35,2024-10-05
CUST0141,PROD0002,Clothing,66.22,2024-07-04
CUST0320,PROD0021,Books,265.06,2024-09-28
CUST0138,PROD0005,Electronics,490.04,2024-09-15
CUST0003,PROD0013,Books,24.19,2024-02-18
CUST0370,PROD0030,Books,117.26,2024-11-03
CUST0491,PROD0038,Sports,119.04,2024-04-01
CUST0194,PROD0013,Books,268.86,2024-04-01
CUST0217,PROD0047,Clothing,63.81,2024-12-06
CUST0426,PROD0017,Groceries,152.31,2024-04-09
CUST0445,PROD0005,Electronics,247.71,2024-06-29
CUST0314,PROD0037,Toys,452.06,2024-12-28
CUST0370,PROD0039,Books,207.27,2024-10-28
CUST0031,PROD0043,Toys,313.47,2024-10-16
CUST0256,PROD0006,Electronics,426.94,2024-02-11
CUST0232,PROD0024,Toys,268.95,2024-06-29
CUST0404,PROD0033,Toys,329.89,2024-02-04
CUST0153,PROD0026,Books,418.51,2024-02-25
CUST0220,PROD0014,Books,360.19,2024-10-22
CUST0063,PROD0012,Books,98.7,2024-10-17
CUST0140,PROD0018,Electronics,199.51,2024-07-24
CUST0166,PROD0021,Books,322.06,2024-03-30
CUST0050,PROD0020,Sports,270.63,2024-04-06
CUST0477,PROD0024,Toys,355.01,2024-01-27
CUST0442,PROD0004,Books,271.25,2024-10-22
CUST0255,PROD0002,Clothing,383.6,2024-08-02
CUST0334,PROD0015,Books,382.74,2024-10-05
CUST0266,PROD0007,Groceries,488.36,2024-01-19
CUST0296,PROD0003,Books,260.66,2024-03-01
CUST0211,PROD0023,Books,478.9,2024-12-02
CUST0084,PROD0025,Sports,307.09,2024-05-07
CUST0348,PROD0043,Toys,434.49,2024-09-27
CUST0170,PROD0004,Books,28.11,2024-10-14
CUST0494,PROD0029,Toys,455.36,2024-02-09
CUST0209,PROD0034,Toys,255.73,2024-04-02
CUST0322,PROD0013,Books,128.85,2024-11-23
CUST0430,PROD0003,Books,296.22,2024-04-03
CUST0326,PROD0027,Sports,26.84,2024-07-08
CUST0182,PROD0048,Sports,37.17,2024-02-05
CUST0049,PROD0027,Sports,12.96,2024-06-13
CUST0437,PROD0010,Groceries,30.98,2024-10-09
CUST0481,PROD0043,Toys,354.27,2024-11-26
CUST0424,PROD0031,Clothing,267.43,2024-10-23
CUST0463,PROD0020,Sports,26.53,2024-12-24
CUST0258,PROD0036,Electronics,303.33,2024-11-20
CUST0142,PROD0026,Books,128.24,2024-08-23
CUST0168,PROD0034,Toys,432.93,2024-09-10
CUST0429,PROD0008,Sports,73.61,2024-10-10
CUST0472,PROD0015,Books,470.89,2024-02-07
CUST0404,PROD0029,Toys,307.01,2024-07-10
CUST0016,PROD0017,Groceries,364.34,2024-02-19
CUST0332,PROD0034,Toys,449.9,2024-12-08
CUST0428,PROD0027,Sports,109.75,2024-11-23
CUST0131,PROD0049,Books,113.31,2024-05-12
CUST0384,PROD0020,Sports,495.03,2024-07-01
CUST0141,PROD0044,Clothing,260.46,2024-11-05
CUST0417,PROD0032,Groceries,452.15,2024-05-04
CUST0177,PROD0032,Groceries,355.73,2024-11-07
CUST0002,PROD0006,Electronics,446.12,2024-01-15
CUST0188,PROD0031,Clothing,292.38,2024-06-23
CUST0148,PROD0031,Clothing,433.32,2024-01-25
CUST0013,PROD0028,Groceries,494.25,2024-08-08
CUST0101,PROD0049,Books,179.97,2024-11-08
CUST0042,PROD0038,Sports,234.67,2024-10-12
CUST0228,PROD0028,Groceries,57.35,2024-03-26
CUST0438,PROD0018,Electronics,307.25,2024-03-09
CUST0130,PROD0002,Clothing,149.47,2024-01-12
CUST0362,PROD0030,Books,122.7,2024-08-21
CUST0298,PROD0037,Toys,64.56,2024-10-11
CUST0352,PROD0030,Books,142.13,2024-08-02
CUST0255,PROD0034,Toys,173.32,2024-01-23
CUST0196,PROD0021,Books,42.46,2024-06-16
CUST0431,PROD0010,Groceries,348.68,2024-10-05
CUST0357,PROD0008,Sports,35.74,2024-12-16
CUST0036,PROD0022,Clothing,165.76,2024-08-22
CUST0342,PROD0004,Books,224.11,2024-09-24
CUST0214,PROD0041,Clothing,386.28,2024-07-03
CUST0079,PROD0037,Toys,111.82,2024-11-08
CUST0353,PROD0003,Books,275.99,2024-02-27
CUST0071,PROD0028,Groceries,119.02,2024-06-21
CUST0297,PROD0021,Books,423.33,2024-11-14
CUST0138,PROD0019,Books,135.47,2024-01-07
CUST0196,PROD0040,Sports,436.6,2024-05-05
CUST0010,PROD0027,Sports,9.63,2024-10-05
CUST0016,PROD0027,Sports,461.62,2024-05-20
CUST0376,PROD0014,Books,192.5,2024-07-18
CUST0284,PROD0031,Clothing,273.43,2024-12-09
CUST0073,PROD0045,Books,390.67,2024-07-30
CUST0357,PROD0025,Sports,273.91,2024-12-23
CUST0416,PROD0020,Sports,421.52,2024-12-20
CUST0159,PROD0038,Sports,372.6,2024-07-12
CUST0489,PROD0007,Groceries,213.7,2024-12-03
CUST0490,PROD0023,Books,244.27,2024-01-10
CUST0437,PROD0004,Books,164.17,2024-03-07
CUST0105,PROD0041,Clothing,302.38,2024-08-21
CUST0160,PROD0003,Books,427.4,2024-03-18
CUST0033,PROD0037,Toys,81.72,2024-01-11
CUST0178,PROD0024,Toys,74.65,2024-04-28
CUST0331,PROD0015,Books,26.21,2024-03-03
CUST0119,PROD0022,Clothing,139.77,2024-02-25
CUST0317,PROD0029,Toys,199.88,2024-08-19
CUST0292,PROD0003,Books,286.6,2024-06-08
CUST0065,PROD0001,Groceries,417.31,2024-06-10
CUST0147,PROD0035,Books,275.02,2024-11-20
CUST0369,PROD0032,Groceries,385.84,2024-05-31
CUST0019,PROD0011,Clothing,261.97,2024-05-20
CUST0116,PROD0026,Books,92.93,2024-10-18
CUST0040,PROD0037,Toys,173.86,2024-10-26
CUST0392,PROD0049,Books,247.89,2024-10-01
CUST0356,PROD0037,Toys,264.41,2024-12-20
CUST0217,PROD0022,Clothing,60.97,2024-02-21
CUST0086,PROD0040,Sports,478.37,2024-10-18
CUST0367,PROD0023,Books,123.56,2024-03-13
CUST0239,PROD0038,Sports,57.96,2024-06-19
CUST0238,PROD0025,Sports,311.14,2024-06-20
CUST0238,PROD0035,Books,480.5,2024-02-13
CUST0247,PROD0004,Books,262.1,2024-04-19
CUST0492,PROD0027,Sports,218.56,2024-09-20
CUST0130,PROD0024,Toys,270.56,2024-08-11
CUST0209,PROD0024,Toys,413.38,2024-01-08
CUST0443,PROD0038,Sports,126.53,2024-12-15
CUST0086,PROD0001,Groceries,41.16,2024-10-16
CUST0388,PROD0031,Clothing,446.56,2024-12-14
CUST0486,PROD0011,Clothing,289.39,2024-02-27
CUST0283,PROD0014,Books,287.86,2024-07-02
CUST0109,PROD0037,Toys,8.86,2024-01-25
CUST0014,PROD0027,Sports,381.45,2024-12-11
CUST0257,PROD0021,Books,332.63,2024-03-08
CUST0363,PROD0028,Groceries,149.9,2024-11-04
CUST0422,PROD0040,Sports,132.09,2024-12-10
CUST0125,PROD0026,Books,259.57,2024-11-18
CUST0299,PROD0042,Electronics,54.91,2024-10-07
CUST0172,PROD0021,Books,479.3,2024-07-28
CUST0266,PROD0023,Books,158.12,2024-09-05
CUST0264,PROD0042,Electronics,477.34,2024-01-31
CUST0038,PROD0024,Toys,282.32,2024-01-19
CUST0425,PROD0032,Groceries,485.37,2024-12-25
CUST0264,PROD0019,Books,290.21,2024-06-13
CUST0405,PROD0029,Toys,178.73,2024-12-29
CUST0356,PROD0016,Clothing,20.41,2024-05-20
CUST0403,PROD0025,Sports,12.98,2024-02-07
CUST0202,PROD0039,Books,366.86,2024-09-27
CUST0487,PROD0012,Books,456.08,2025-01-01
CUST0232,PROD0013,Books,477.73,2024-06-14
CUST0323,PROD0033,Toys,414.16,2024-09-27
CUST0170,PROD0037,Toys,44.44,2024-05-19
CUST0101,PROD0042,Electronics,339.53,2024-05-29
CUST0190,PROD0048,Sports,127.61,2024-10-25
CUST0152,PROD0008,Sports,39.41,2024-10-27
CUST0360,PROD0005,Electronics,113.29,2024-07-12
CUST0122,PROD0016,Clothing,281.51,2024-03-23
CUST0239,PROD0005,Electronics,371.47,2024-09-04
CUST0150,PROD0027,Sports,420.59,2024-10-25
CUST0254,PROD0016,Clothing,204.21,2024-12-25
CUST0263,PROD0022,Clothing,182.95,2024-12-14
CUST0221,PROD0015,Books,224.51,2024-08-19
CUST0062,PROD0002,Clothing,142.32,2024-11-04
CUST0172,PROD0039,Books,231.91,2024-11-06
CUST0432,PROD0023,Books,129.77,2024-11-25
CUST0141,PROD0018,Electronics,205.76,2024-05-15
CUST0383,PROD0044,Clothing,86.69,2024-12-29
CUST0309,PROD0040,Sports,441.0,2024-04-21
CUST0038,PROD0021,Books,128.48,2024-08-20
CUST0241,PROD0027,Sports,243.05,2024-09-13
CUST0175,PROD0029,Toys,205.07,2024-11-02
CUST0078,PROD0045,Books,292.86,2024-10-01
CUST0035,PROD0008,Sports,304.33,2024-11-20
CUST0343,PROD0005,Electronics,488.16,2024-06-18
CUST0111,PROD0015,Books,231.87,2024-10-08
CUST0252,PROD0025,Sports,202.37,2024-02-07
CUST0343,PROD0008,Sports,231.22,2024-08-03
CUST0101,PROD0033,Toys,107.3,2024-03-27
CUST0065,PROD0008,Sports,52.09,2024-08-25
CUST0417,PROD0003,Books,476.47,2024-03-09
CUST0268,PROD0020,Sports,323.11,2024-09-13
CUST0190,PROD0039,Books,220.26,2024-10-16
CUST0407,PROD0007,Groceries,198.48,2025-01-05
CUST0357,PROD0008,Sports,209.62,2024-02-21
CUST0296,PROD0026,Books,218.81,2024-07-10
CUST0364,PROD0033,Toys,375.04,2025-01-06
CUST0219,PROD0040,Sports,54.28,2024-08-27
CUST0055,PROD0037,Toys,64.68,2024-08-18
CUST0208,PROD0029,Toys,59.97,2024-04-17
CUST0185,PROD0002,Clothing,420.09,2024-09-02
CUST0373,PROD0037,Toys,177.89,2024-09-15
CUST0039,PROD0007,Groceries,16.45,2024-12-12
CUST0211,PROD0050,Toys,254.71,2024-02-18
CUST0240,PROD0035,Books,282.45,2024-10-11
CUST0485,PROD0040,Sports,241.34,2024-11-15
CUST0276,PROD0021,Books,133.68,2024-05-28
CUST0364,PROD0027,Sports,71.85,2025-01-01
CUST0214,PROD0028,Groceries,53.71,2024-07-29
CUST0142,PROD0027,Sports,144.87,2024-01-19
CUST0496,PROD0035,Books,130.33,2024-11-20
CUST0341,PROD0048,Sports,359.66,2024-10-13
CUST0289,PROD0012,Books,138.86,2024-11-15
CUST0050,PROD0008,Sports,44.73,2024-04-22
CUST0333,PROD0048,Sports,207.58,2024-04-20
CUST0318,PROD0010,Groceries,236.48,2024-02-10
CUST0075,PROD0027,Sports,283.77,2024-08-31
CUST0071,PROD0012,Books,219.92,2024-04-01
CUST0150,PROD0048,Sports,466.29,2024-04-09
CUST0431,PROD0012,Books,260.83,2024-07-18
CUST0342,PROD0030,Books,363.7,2024-12-03
CUST0068,PROD0044,Clothing,449.87,2024-07-13
CUST0111,PROD0044,Clothing,388.35,2024-01-20
CUST0082,PROD0046,Sports,16.46,2024-01-12
CUST0277,PROD0044,Clothing,12.65,2024-08-19
CUST0089,PROD0007,Groceries,323.45,2024-10-06
CUST0390,PROD0018,Electronics,119.67,2024-11-13
CUST0071,PROD0041,Clothing,443.37,2024-10-23
CUST0024,PROD0030,Books,175.5,2024-12-26
CUST0159,PROD0039,Books,372.23,2024-06-12
CUST0400,PROD0003,Books,36.85,2024-02-28
CUST0088,PROD0029,Toys,448.4,2024-05-26
CUST0250,PROD0031,Clothing,270.23,2024-08-26
CUST0442,PROD0013,Books,399.22,2024-08-23
CUST0395,PROD0012,Books,38.25,2024-08-24
CUST0123,PROD0038,Sports,142.47,2024-04-20
CUST0089,PROD0047,Clothing,158.0,2024-11-17
CUST0069,PROD0048,Sports,32.96,2024-02-20
CUST0174,PROD0010,Groceries,473.87,2024-08-25
CUST0370,PROD0047,Clothing,184.41,2024-05-06
CUST0131,PROD0048,Sports,206.16,2024-11-29
CUST0459,PROD0039,Books,406.8,2024-08-07
CUST0361,PROD0001,Groceries,314.94,2024-12-02
CUST0294,PROD0007,Groceries,20.83,2024-11-09
CUST0296,PROD0012,Books,152.44,2024-03-16
CUST0118,PROD0006,Electronics,78.03,2024-05-07
CUST0137,PROD0008,Sports,81.79,2024-03-24
CUST0476,PROD0026,Books,452.2,2024-11-07
CUST0019,PROD0018,Electronics,72.71,2024-04-18
CUST0346,PROD0030,Books,116.06,2024-01-16
CUST0326,PROD0026,Books,272.43,2024-03-28
CUST0006,PROD0023,Books,355.72,2024-02-02
CUST0293,PROD0008,Sports,321.79,2024-07-01
CUST0381,PROD0006,Electronics,415.69,2024-07-21
CUST0430,PROD0013,Books,440.87,2024-02-01
CUST0134,PROD0030,Books,354.68,2024-11-30
CUST0483,PROD0033,Toys,314.83,2024-01-12
CUST0389,PROD0042,Electronics,289.93,2024-12-15
CUST0056,PROD0049,Books,253.89,2024-06-27
CUST0463,PROD0002,Clothing,88.48,2024-04-20
CUST0094,PROD0025,Sports,123.41,2024-02-06
CUST0167,PROD0019,Books,226.45,2024-11-28
CUST0243,PROD0034,Toys,234.15,2024-09-25
CUST0084,PROD0045,Books,13.43,2024-04-01
CUST0408,PROD0006,Electronics,266.26,2024-06-13
CUST0366,PROD0003,Books,81.51,2024-12-06
CUST0291,PROD0018,Electronics,58.31,2024-12-31
CUST0402,PROD0004,Books,16.8,2024-03-29
CUST0103,PROD0047,Clothing,373.39,2024-02-11
CUST0026,PROD0012,Books,37.83,2024-02-15
CUST0487,PROD0006,Electronics,37.54,2024-10-10
CUST0220,PROD0013,Books,193.87,2024-11-08
CUST0360,PROD0020,Sports,413.06,2024-06-24
CUST0156,PROD0046,Sports,348.57,2024-07-01
CUST0462,PROD0035,Books,79.26,2024-03-02
CUST0402,PROD0022,Clothing,138.46,2024-04-27
CUST0145,PROD0024,Toys,109.87,2024-02-17
CUST0350,PROD0046,Sports,261.53,2024-01-11
CUST0070,PROD0032,Groceries,166.37,2024-07-29
CUST0236,PROD0023,Books,303.81,2024-09-13
CUST0270,PROD0038,Sports,334.94,2024-10-15
CUST0255,PROD0001,Groceries,349.7,2024-04-06
CUST0190,PROD0029,Toys,306.25,2024-10-31
CUST0449,PROD0018,Electronics,184.63,2024-09-05
CUST0344,PROD0023,Books,26.9,2024-05-03
CUST0413,PROD0030,Books,33.43,2024-01-31
CUST0136,PROD0010,Groceries,141.27,2024-12-02
CUST0111,PROD0001,Groceries,454.26,2024-07-21
CUST0139,PROD0031,Clothing,203.89,2024-02-11
CUST0075,PROD0039,Books,347.61,2024-03-28
CUST0020,PROD0040,Sports,24.67,2024-04-18
CUST0217,PROD0021,Books,17.77,2024-09-23
CUST0162,PROD0048,Sports,286.2,2024-09-11
CUST0487,PROD0029,Toys,221.17,2024-12-15
CUST0036,PROD0004,Books,11.13,2024-07-17
CUST0439,PROD0011,Clothing,263.83,2024-01-30
CUST0066,PROD0035,Books,140.28,2024-04-11
CUST0151,PROD0045,Books,53.43,2024-10-22
CUST0222,PROD0050,Toys,16.56,2024-04-19
CUST0388,PROD0002,Clothing,264.14,2024-03-21
CUST0467,PROD0046,Sports,443.68,2024-01-14
CUST0304,PROD0010,Groceries,176.11,2024-07-24
CUST0441,PROD0026,Books,44.38,2024-07-01
CUST0460,PROD0046,Sports,204.72,2024-06-07
CUST0259,PROD0021,Books,297.64,2024-11-30
CUST0415,PROD0045,Books,369.82,2024-01-26
CUST0193,PROD0015,Books,360.58,2024-05-06
CUST0418,PROD0023,Books,36.33,2024-09-18
CUST0396,PROD0009,Sports,325.64,2024-12-05
CUST0403,PROD0013,Books,163.69,2024-07-29
CUST0068,PROD0013,Books,402.31,2024-03-09
CUST0137,PROD0041,Clothing,271.05,2024-03-08
CUST0279,PROD0028,Groceries,382.66,2024-01-17
CUST0488,PROD0009,Sports,372.29,2024-12-21
CUST0152,PROD0040,Sports,6.9,2024-08-29
CUST0277,PROD0040,Sports,308.08,2024-12-21
CUST0234,PROD0011,Clothing,173.02,2024-04-24
CUST0060,PROD0035,Books,465.08,2024-06-17
CUST0387,PROD0025,Sports,203.29,2024-07-18
CUST0491,PROD0012,Books,457.47,2024-12-17
CUST0454,PROD0045,Books,25.74,2024-05-21
CUST0416,PROD0041,Clothing,237.35,2024-02-16
CUST0331,PROD0007,Groceries,185.99,2024-07-03
CUST0054,PROD0038,Sports,102.71,2024-06-01
CUST0088,PROD0042,Electronics,93.91,2024-01-21
CUST0047,PROD0038,Sports,447.8,2024-04-22
CUST0478,PROD0040,Sports,340.21,2024-02-20
CUST0324,PROD0003,Books,449.92,2024-10-18
CUST0329,PROD0024,Toys,175.9,2024-09-30
CUST0399,PROD0012,Books,98.67,2024-12-12
CUST0115,PROD0040,Sports,87.97,2024-07-14
CUST0441,PROD0004,Books,272.51,2024-11-05
CUST0148,PROD0044,Clothing,345.82,2024-11-15
CUST0321,PROD0041,Clothing,51.2,2024-10-27
CUST0306,PROD0041,Clothing,353.34,2024-01-29
CUST0194,PROD0049,Books,354.75,2024-09-27
CUST0488,PROD0017,Groceries,131.36,2024-08-27
CUST0295,PROD0017,Groceries,224.6,2024-11-25
CUST0276,PROD0034,Toys,25.68,2024-01-15
CUST0097,PROD0024,Toys,325.51,2024-02-02
CUST0047,PROD0029,Toys,308.43,2024-11-16
CUST0291,PROD0023,Books,244.15,2024-06-30
CUST0219,PROD0017,Groceries,249.57,2024-11-06
CUST0096,PROD0029,Toys,473.39,2024-12-16
CUST0405,PROD0007,Groceries,490.04,2024-01-27
CUST0383,PROD0044,Clothing,365.68,2024-02-14
CUST0491,PROD0008,Sports,345.14,2024-08-04
CUST0410,PROD0021,Books,194.12,2024-10-30
CUST0330,PROD0003,Books,182.58,2024-06-09
CUST0418,PROD0026,Books,205.16,2024-03-22
CUST0177,PROD0024,Toys,7.8,2024-12-31
CUST0142,PROD0009,Sports,423.77,2024-06-18
CUST0342,PROD0016,Clothing,497.33,2024-06-25
CUST0119,PROD0024,Toys,280.56,2024-08-28
CUST0439,PROD0020,Sports,91.7,2024-12-02
CUST0117,PROD0043,Toys,380.9,2024-02-04
CUST0498,PROD0030,Books,200.01,2024-09-14
CUST0295,PROD0001,Groceries,19.31,2024-09-23
CUST0168,PROD0032,Groceries,453.05,2024-03-01
CUST0313,PROD0026,Books,449.79,2024-03-29
CUST0451,PROD0014,Books,98.3,2024-09-01
CUST0420,PROD0045,Books,355.66,2024-02-28
CUST0194,PROD0022,Clothing,460.02,2024-04-23
CUST0367,PROD0015,Books,394.7,2024-10-30
CUST0354,PROD0050,Toys,54.77,2024-05-29
CUST0473,PROD0043,Toys,184.32,2024-07-14
CUST0393,PROD0002,Clothing,300.23,2024-08-28
CUST0267,PROD0050,Toys,170.98,2024-03-12
CUST0098,PROD0039,Books,181.58,2024-12-18
CUST0331,PROD0045,Books,410.73,2024-05-01
CUST0036,PROD0026,Books,246.79,2024-11-27
CUST0242,PROD0031,Clothing,456.41,2024-10-16
CUST0053,PROD0048,Sports,224.1,2024-03-27
CUST0196,PROD0003,Books,402.17,2024-02-03
CUST0151,PROD0021,Books,70.06,2024-03-05
CUST0241,PROD0003,Books,100.76,2024-04-29
CUST0027,PROD0021,Books,421.36,2024-11-06
CUST0431,PROD0047,Clothing,337.15,2024-11-21
CUST0236,PROD0041,Clothing,16.72,2024-01-28
CUST0398,PROD0003,Books,345.16,2024-12-11
CUST0039,PROD0025,Sports,300.15,2024-10-31
CUST0070,PROD0046,Sports,65.09,2024-12-03
CUST0155,PROD0022,Clothing,280.58,2024-09-09
CUST0129,PROD0027,Sports,93.04,2024-03-09
CUST0492,PROD0010,Groceries,20.56,2024-02-13
CUST0481,PROD0008,Sports,160.57,2024-11-20
CUST0492,PROD0022,Clothing,202.55,2024-02-11
CUST0242,PROD0026,Books,314.71,2024-03-01
CUST0167,PROD0039,Books,323.05,2024-03-29
CUST0153,PROD0049,Books,164.66,2024-08-31
CUST0390,PROD0026,Books,254.28,2024-04-17
CUST0127,PROD0047,Clothing,477.66,2024-10-18
CUST0021,PROD0015,Books,446.59,2024-08-23
CUST0250,PROD0049,Books,129.81,2024-07-26
CUST0091,PROD0039,Books,192.68,2024-06-21
CUST0169,PROD0004,Books,127.25,2024-10-07
CUST0393,PROD0043,Toys,374.32,2024-09-24
CUST0435,PROD0047,Clothing,388.56,2024-12-03
CUST0391,PROD0024,Toys,141.98,2024-06-12
CUST0478,PROD0033,Toys,431.38,2024-04-25
CUST0311,PROD0026,Books,326.47,2024-02-10
